Movie ID, Movie Name
0095299,Hide and Go Shriek (1988)
0095300,Hifazat (1987)
0095302,High Hopes (1988) 
0095327,Hotaru no haka (1988)
0095348,Im Gonna Git You Sucka (1988) 
0095379,Intruder (1989)
0095384,It Takes Two (1988)
0095409,Johnny Be Good (1988)
0095441,Kholodnoe leto pyatdesyat tretego (1987)
0095444,Killer Klowns from Outer Space (1988) 
0095467,Kr¢tki film o milosci (1988)
0095468,Kr¢tki film o zabijaniu (1988) 
0095484,Lady in White (1988) 
0095488,The Lair of the White Worm (1988)
0095489,The Land Before Time (1988)
0095497,The Last Temptation of Christ (1988)
0095519,License to Drive (1988)
0095560,Mac and Me (1988)
0095574,Malenkaya Vera (1988)
0095583,Maniac Cop (1988)
0095593,Married to the Mob (1988)
0095626,Messenger of Death (1988)
0095631,Midnight Run (1988) 
0095647,Mississippi Burning (1988)
0095649,The Moderns (1988) 
0095652,Monkey Shines (1988) 
0095675,Mujeres al borde de un ataque de nervios (1988) 
0095687,My Stepmother Is an Alien (1988)
0095690,Mystic Pizza (1988) 
0095705,The Naked Gun From the Files of Police Squad (1988) 
0095715,Neco z Alenky (1988)
0095719,The Nest (1988)
0095730,The Night Before (1988)
0095742,A Nightmare on Elm Street 4 The Dream Master (1988)
0095758,Nu zi jian yu (1988)
0095765,Cinema Paradiso (1988)
0095776,Oliver &amp; Company (1988)
0095800,Lours (1988)
0095801,Out of Rosenheim (1987) 
0095809,PS sista sommaren (1988) 
0095827,Pascalis Island (1988)
0095863,Phantasm II (1988) 
0095871,Pin (1988)
0095882,Police Academy 5 Assignment Miami Beach (1988)
0095889,Poltergeist III (1988)
0095895,Powaqqatsi (1988)
0095897,The Presidio (1988)
0095900,Prime Evil (1989)
0095904,Prison (1988) 
0095925,Pumpkinhead (1988)
0095927,Punchline (1988) 
0095953,Rain Man (1988)
0095956,Rambo III (1988) 
0095958,Rampage (1987)
0095963,Red Heat (1988) 
0095971,Rejuvenatrix (1988)
0095984,Retribution (1987)
0095990,Return of the Living Dead Part II (1988) 
0095997,Rituelen (1989)
0096018,Running on Empty (1988) 
0096054,School Daze (1988) 
0096061,Scrooged (1988) 
0096071,The Serpent and the Rainbow (1988)
0096073,The Seventh Sign (1988) 
0096087,Shakedown (1988)
0096098,Shoot to Kill (1988) 
0096101,  Circuit 2 (1988) 
0096118,Sleepaway Camp II Unhappy Campers (1988) 
0096119,Sleepaway Camp III Teenage Wasteland (1989) 
0096142,Sorority Babes in the Slimeball Bowl-O-Rama (1988) 
0096149,Space Mutiny (1988) 
0096163,Spoorloos (1988)
0096171,Stealing Home (1988)
0096211,Taffin (1988)
0096219,Talk Radio (1988)
0096244,Tequila Sunrise (1988)
0096251,Tetsuo (1989)
0096252,Tezaab (1988)
0096256,They Live (1988) 
0096257,The Thin Blue Line (1988)
0096283,Tonari no Totoro (1988)
0096288,Topio stin omichli (1988)
0096289,Torch Song Trilogy (1988) 
0096316,Tucker The Man and His Dream (1988)
0096320,Twins (1988) 
0096332,The Unbearable Lightness of Being (1988)
0096340,The Unholy (1988)
0096344,The Unnamable (1988)
0096378,Vibes (1988) 
0096426,Waxwork (1988) 
0096438,Who Framed Roger Rabbit (1988)
0096446,Willow (1988) 
0096454,Without a Clue (1988)
0096461,Wong gok ka moon (1988) 
0096463,Working Girl (1988) 
0096465,World Gone Wild (1988)
0096487,Young Guns (1988)
0096511,Zombi 3 (1988) 
0096734,The Burbs (1989) 
0096744,84C MoPic (1989)
0096754,The Abyss (1989) 
0096764,The  s of Baron Munchausen (1988) 
0096786,Alienator (1990)
0096787,All Dogs Go to Heaven (1989)
0096794,Always (1989)
0096858,Avariya - doch menta (1989)
0096870,Going Overboard (1989)
0096871,Baby Blood (1990)
0096874,Back to the Future Part II (1989) 
0096880,Balance (1989)
0096885,Ban wo chuang tian ya (1989) 
0096895,Batman (1989) 
0096913,Best of the Best (1989) 
0096920,Beyond the Door III (1989)
0096928,Bill &amp; Teds Excellent   (1989) 
0096933,Black Rain (1989)
0096945,Blind Fury (1989)
0096969,Born on the Fourth of July (1989)
0096994,Bunker Palace Htel (1989)
0097001,C.H.U.D. II - Bud the Chud (1989) 
0097017,The Carpenter (1988)
0097027,Casualties of  (1989)
0097044,Chances Are (1989) 
0097059,The Chilling (1989)
0097076,Cold Feet (1989)
0097095,Coming Out (1989)
0097108,The Cook the Thief
0097116,Cousins (1989)
0097123,Crimes and Misdemeanors (1989) 
0097125,Criminal Law (1988)
0097136,Cutting Class (1989) 
0097138,Cyborg (1989)
0097162,Dead Calm (1989)
0097165,Dead Poets Society (1989)
0097202,Dip huet seung hung (1989)
0097215,Do pervoy krovi (1989)
0097216,Do the Right Thing (1989)
0097223,Dom za vesanje (1988)
0097235,The Dream Team (1989)
0097239,Driving Miss Daisy (1989) 
0097240,Drugstore Cowboy (1989) 
0097257,Earth Girls Are Easy (1988)
0097262,Eddie and the Cruisers II Eddie Lives (1989)
0097292,Es ist nicht leicht ein Gott zu sein (1989) 
0097322,The Fabulous Baker Boys (1989)
0097334,Farewell to the King (1989) 
0097336,Fat Man and Little Boy (1989)
0097351,Field of Dreams (1989)
0097366,Fletch Lives (1989)
0097368,The Fly II (1989)
0097372,For All Mankind (1989)
0097382,Helmut Newton Frames from the Edge (1989)Biography
0097388,Friday the 13th Part VIII Jason Takes Manhattan (1989)
0097390,Fright Night Part 2 (1988) 
0097428,Ghostbusters II (1989) 
0097437,Gitanjali (1989)
0097438,Gleaming the Cube (1989) 
0097441,Glory (1989)
0097444,Gojira vs. Biorante (1989) 
0097457,Great Balls of Fire (1989)
0097458,Gross Anatomy (1989)
0097474,Halloween 5 (1989)
0097481,Harlem Nights (1989)
0097493,Heathers (1988) 
0097498,Hellgate (1989) 
0097523,Honey I Shrunk the Kids (1989) 
0097527,The   Show (1989)
0097531,How to Get Ahead in Advertising (1989) 
0097534,Howling V The Rebirth (1989)
0097550,I Bought a Vampire Motorcycle (1990) 
0097576,Indiana Jones and the Last Crusade (1989) 
0097593,The Iron Triangle (1989)
0097637,K-9 (1989) 
0097647,The Karate Kid Part III (1989) 
0097659,Kickboxer (1989)
0097670,Kinjite Forbidden Subjects (1989)
0097714,Last Exit to Brooklyn (1989)
0097722,Lean on Me (1989) 
0097728,Leningrad Cowboys Go America (1989)
0097731,Let It Ride (1989) 
0097733,Lethal Weapon 2 (1989)
0097737,Leviathan (1989) 
0097742,Licence to Kill (1989) 
0097757,The Little Mermaid (1989)
0097758,Little Monsters (1989) 
0097770,Lock Up (1989)
0097778,Look Whos Talking (1989)
0097780,Loos (1989)
0097814,Majo no takkyñbin (1989)
0097815,Major League (1989)
0097843,Mashgh-e Shab (1989)
0097880,The Mighty Quinn (1989)
0097889,Miracle Mile (1988) 
0097891,Wilt (1990)
0097904,Monsieur Hire (1989) 
0097911,Moontrap (1989)
0097929,Non aver paura della zia Marta (1988)
0097937,My Left Foot The Story of Christy Brown (1989)
0097940, Train (1989)
0097958,Christmas Vacation (1989)
0097965,New York Stories (1989) 
0097967,Next of Kin (1989)
0097981,A Nightmare on Elm Street The Dream Child (1989) 
0097987,No Holds Barred (1989)
0097994,Nobodys Perfect (1989)
0098014,Offerings (1989)
0098061,Paperhouse (1988) 
0098067,Parenthood (1989) 
0098068,Parents (1989) 
0098072,Paura nel buio (1989)
0098084,Pet Sematary (1989)
0098105,Police Academy 6 City Under Siege (1989)
0098115,Prancer (1989)
0098141,The Punisher (1989)
0098157,Les mÇmÇs cannibales (1988) 
0098160,The Rachel Papers (1989)
0098168,Ram Lakhan (1989) 
0098180,Red Scorpion (1988) 
0098206,Road House (1989)
0098213,Roger &amp; Me (1989)
0098219,Romero (1989)
0098253,Santa sangre (1989)
0098258,Say Anything... (1989) 
0098260,Scandal (1989)
0098273,Sea of Love (1989) 
0098282,See No Evil Hear No Evil (1989) 
0098300,Shag (1989) 
0098309,She-Devil (1989)
0098319,Shirley Valentine (1989) 
0098320,Shocker (1989) 
0098327,Der siebente Kontinent (1989)
0098343,Skin Deep (1989)
0098354,Society (1989) 
0098360,Sono otoko kyb ni tsuki (1989)
0098382,Star Trek V The Final Frontier (1989) 
0098384,Steel Magnolias (1989)
0098404,Stuff Stephanie in the Incinerator (1989) 
0098439,Tango &amp; Cash (1989) 
0098453,Teen Witch (1989) 
0098454,Ten Little Indians (1989)
0098519,Troop Beverly Hills (1989) 
0098524,True Believer (1989)
0098532,Tulitikkutehtaan tyttî (1990) 
0098536,Turner &amp; Hooch (1989)
0098554,Uncle Buck (1989) 
0098575,Valmont (1989)
0098577,Vampires Kiss (1988) 
0098621,The  of the Roses (1989) 
0098622,Warlock (1989) 
0098627,Weekend at Bernies (1989)
0098635,When Harry Met Sally... (1989) 
0098645,Whos Harry Crumb? (1989)
0098663,The Wizard (1989)
0098692,Yjñ toshi (1987)
0098724,Sex Lies
0098966,3 Men and a Little Lady (1990) 
0098976,Aaj Ka Arjun (1990)
0098987,The  s of Ford Fairlane (1990) 
0098994,After Dark My Sweet (1990) 
0098999,Agneepath (1990)
0099005,Air America (1990) 
0099012,Alice (1990) 
0099044,Another 48 Hrs. (1990) 
0099052,Arachnophobia (1990)
0099055,The Argon Quest (1990)
0099073,Avalon (1990)
0099077,Awakenings (1990)
0099088,Back to the Future Part III (1990) 
0099128,Betsys Wedding (1990)
0099141,Bird on a Wire (1990)
0099160,Blue Steel (1989) 
0099165,The Bonfire of the Vanities (1990) 
0099180,Bride of Re-Animator (1989) 
0099253,Childs Play 2 (1990)
0099274,Ciudad de ciegos (1991)
0099277,Class of 1999 (1990) 
0099292,The Comfort of Strangers (1990)
0099310,Coupe de Ville (1990) 
0099329,Cry-Baby (1990)
0099348,Dances with Wolves (1990) 
0099349,Dancin Thru the Dark (1990)
0099365,Darkman (1990) 
0099371,Days of Thunder (1990) 
0099385,Death Warrant (1990)
0099422,Dick Tracy (1990) 
0099423,Die Hard 2 (1990)
0099472,DuckTales The Movie - Treasure of the Lost Lamp (1990)
0099487,Edward Scissorhands (1990) 
0099512,Ernest Goes to Jail (1990)
0099523,Evil Spirits (1990)
0099528,The Exorcist III (1990)
0099558,Fei ying gai wak (1991) 
0099575,Fire Birds (1990) 
0099582,Flatliners (1990) 
0099611,Frankenhooker (1990) 
0099615,The Freshman (1990)
0099636,The Gate II Trespassers (1990) 
0099653,Ghost (1990) 
0099654,Ghost Dad (1990)
0099674,The Godfather Part III (1990) 
0099685,Goodfellas (1990)
0099696,Cavallette (1990)
0099700,Gremlins 2 The New Batch (1990) 
0099703,The Grifters (1990) 
0099726,Hamlet (1990)
0099729,Hamoun (1990)
0099731,The Handmaids Tale (1990)
0099739,Hard to Kill (1990) 
0099740,Hardware (1990)
0099747,Havana (1990)
0099750,Heart Condition (1990) 
0099762,Henry &amp; June (1990)
0099763,Henry Portrait of a Serial Killer (1986)
0099768,Hidden Agenda (1990)
0099785,Home Alone (1990) 
0099800,House Party (1990)
0099810,The Hunt for Red October (1990) 
0099817,Dark Angel (1990)
0099818,I Hired a Contract Killer (1990) 
0099819,I Love You to Death (1990)
0099850,Internal Affairs (1990) 
0099857,Iron &amp; Silk (1990) 
0099871,Jacobs Ladder (1990) 
0099892,Joe Versus the Volcano (1990)
0099938,Kindergarten Cop (1990) 
0099939,King of New York (1990)
0099951,The Krays (1990)
0099959,Kurt Olsson - filmen om mitt liv som mej sjlv (1990)
0099994,Leatherface Texas Chainsaw Massacre III (1990)
0100024,Life Is Sweet (1990) 
0100029,Lionheart (1990) 
0100031,Lisa (1990) 
0100046,The Long Walk Home (1990)
0100050,Look Whos Talking Too (1990)
0100054,Lord of the Flies (1990) 
0100095,Maine Pyar Kiya (1989)
0100107,Maniac Cop 2 (1990) 
0100112,Le mari de la coiffeuse (1990) 
0100114,Marked for Death (1990)
0100133,Memphis Belle (1990) 
0100135,Men at Work (1990) 
0100140,Mermaids (1990) 
0100142,Metropolitan (1990) 
0100143,Miami Blues (1990) 
0100150,Millers Crossing (1990) 
0100157,Misery (1990)
0100168,Mo Better Blues (1990)
0100196,Mountains of the Moon (1990) 
0100198,Moya moryachka (1990)
0100201,Mr. Destiny (1990) 
0100211, Box (1989)
0100212,My Blue Heaven (1990)
0100232,Navy Seals (1990) 
0100234,Nema-ye Nazdik (1990) 
0100240,The Neverending Story II The Next Chapter (1990) 
0100258,Night of the Living Dead (1990)
0100260,Nightbreed (1990) 
0100263,Nikita (1990)
0100318,Pacific Heights (1990)
0100332,Paris Is Burning (1990)
0100337,Pasport (1991)
0100369,The Pit and the Pendulum (1991)
0100395,Postcards from the Edge (1990) 
0100403,Predator 2 (1990)
0100404,Presumed Innocent (1990) 
0100405,Pretty Woman (1990)
0100419,Problem Child (1990)
0100436,Pump Up the Volume (1990)
0100449,Quick Change (1990)
0100475,Repossessed (1990) 
0100477,The Rescuers Down Under (1990)
0100485,Revenge (1990) 
0100486,Reversal of Fortune (1990)
0100502,RoboCop 2 (1990)
0100507,Rocky V (1990)
0100508,Rodrigo D No futuro (1990) 
0100514,The Rookie (1990) 
0100589,Shakma (1990)
0100602,A Shock to the System (1990)
0100606,A Show of Force (1990)
0100624,Sink or Swim (1990)
0100625,Sien nui yau wan II yan gaan do (1990) 
0100665,Soultaker (1990) 
0100680,Stanley &amp; Iris (1989)
0100681,Stanno tutti bene (1990)
0100707,Streets (1990) 
0100740,Tales from the Darkside The Movie (1990) 
0100758,Teenage Mutant Ninja Turtles (1990) 
0100802,Total Recall (1990) 
0100814,Tremors (1990) 
0100822,Tune in Tomorrow... (1990)
0100827,Due occhi diabolici (1990)
0100835,UltrÖ (1991)
0100873,Vincent &amp; Theo (1990)
0100935,Wild at Heart (1990)
0100944,The Witches (1990)
0100988,Yksinteoin (1990)
0100994,Young Guns II (1990)
0100998,Dreams (1990) 
0101019,Zone rouge (1986)
0101020,Zong heng si hai (1991) 
0101026,?tame (1990)
0101253,Three Days to a Kill (1992) 
0101256,976-Evil II (1992)
0101258,A Fei zheng zhuan (1990) 
0101272,The Addams  (1991) 
0101276,Afraid of the Dark (1991) 
0101279,Agantuk (1991)
0101301,All I Want for Christmas (1991)
0101316,Lamant (1992)
0101318,Les amants du Pont-Neuf (1991)
0101329,An American Tail Fievel Goes West (1991)
0101349,Anima Mundi (1992) 
0101356,Another You (1991)
0101376,Atlantis (1991)
0101393,Backdraft (1991)
0101410,Barton Fink (1991)
0101414,Beauty and the Beast (1991)
0101420,Begotten (1990) 
0101428,La belle noiseuse (1991)
0101437,Beta (1992)
0101452,Bill &amp; Teds Bogus Journey (1991) 
0101453,Billy Bathgate (1991)
0101492,Body Parts (1991)
0101507,Boyz n the Hood (1991) 
0101516,Bugsy (1991)
0101540,Cape Fear (1991)
0101587,City Slickers (1991)
0101590,Class   (1991)
0101605,The Commitments (1991) 
0101606,Company Business (1991) 
0101625,Once Upon a ... (1992)
0101640,Da hong deng long gao gao gua (1991)
0101669,Dead Again (1991)
0101692,Death in Brunswick (1990)
0101694,Deceived (1991)
0101698,Defending Your Life (1991) 
0101700,Delicatessen (1991) 
0101746,The Doctor (1991)
0101757,Dont Tell Mom the Babysitters Dead (1991)
0101761,The Doors (1991)
0101764,Double Impact (1991)
0101765,La double vie de VÇronique (1991) 
0101775,Drop Dead Fred (1991) 
0101786,Dutch (1991) 
0101787,Dying Young (1991)
0101798,Edward II (1991)
0101811,Enchanted April (1991)
0101821,Ernest Scared Stupid (1991)
0101829,Europa (1991)
0101846,F/X2 (1991) 
0101862,Father of the Bride (1991) 
0101889,The Fisher King (1991) 
0101891,The Five Heartbeats (1991)
0101898,Flirting (1991)
0101912,Frankie and Johnny (1991) 
0101917,Freddys Dead The Final Nightmare (1991)
0101921,Fried Green Tomatoes (1991) 
0101962,Gojira vs. Kingu GidorÉ (1991) 
0101969,Grand Canyon (1991) 
0101988,Guyver (1991) 
0102004,The Hard Way (1991) 
0102014,Hear My Song (1991) 
0102015,Hearts of Darkness A Filmmakers Apocalypse (1991)
0102032,High Strung (1991)
0102034,Highlander II The Quickening (1991) 
0102035,Highway 61 (1991)
0102048,Homicide (1991) 
0102057,Hook (1991) 
0102059,Hot Shots (1991) 
0102065,House Party 2 (1991) 
0102070,Hudson Hawk (1991) 
0102071,Hum (1991)
0102095,If Looks Could Kill (1991) 
0102138,JFK (1991)
0102175,Jungle Fever (1991)
0102178,K2 (1991) 
0102181,Kafka (1991) 
0102202,Kickboxer 2 The Road Back (1991)
0102216,King Ralph (1991)
0102250,L.A. Story (1991) 
0102266,The Last Boy Scout (1991) 
0102293,Lik Wong (1991) 
0102369,Madar (1991)
0102370,Madonna Truth or Dare (1991)
0102388,The Man in the Moon (1991)
0102392,Manipulation (1991)
0102411,The Marrying Man (1991)
0102426,Mediterraneo (1991) 
0102432,Men of Respect (1990)
0102439,To meteoro vima tou pelargou (1991)
0102492,My Girl (1991)
0102494,My Own Private Idaho (1991)
0102510,The Naked Gun 2´ The Smell of Fear (1991) 
0102511,Naked Lunch (1991) 
0102526,New Jack City (1991) 
0102536,Night on Earth (1991) 
0102558,Nothing But Trouble (1991) 
0102564,Nudist Colony of the Dead (1991) 
0102587,Omohide poro poro (1991)
0102592,One False Move (1992)
0102593,One Good Cop (1991)
0102603,Oscar (1991)
0102674,The Pistol The Birth of a Legend (1991)
0102685,Point Break (1991)
0102687,Poison (1991) 
0102690,Popcorn (1991)
0102703,Prayer of the Rollerboys (1990) 
0102713,The Prince of Tides (1991)
0102719,Problem Child 2 (1991)
0102729,Pure Luck (1991)
0102744,Quigley Down Under (1990) 
0102768,Regarding Henry (1991)
0102783,Revenge of Billy the Kid (1992) 
0102798,Robin Hood Prince of Thieves (1991) 
0102800,Robot Jox (1989)
0102803,The Rocketeer (1991) 
0102900,Shattered (1991)
0102915,Showdown in Little Tokyo (1991) 
0102926,The Silence of the Lambs (1991) 
0102943,Slacker (1991) 
0102945,Sleeping with the Enemy (1991)
0102951,Soapdish (1991)
0102958,S¢lo con tu pareja (1991)
0102975,Star Trek VI The Undiscovered Country (1991) 
0102979,Stepping Out (1991) 
0102984,Stone Cold (1991)
0102989,Straight Out of Brooklyn (1991) 
0103002,Subspecies (1991) 
0103003,Suburban Commando (1991) 
0103030,Tacones lejanos (1991) 
0103035,Taking Care of Business (1990)
0103039,Talkin Dirty After Dark (1991)
0103060,Teenage Mutant Ninja Turtles II The Secret of the Ooze (1991) 
0103064,Terminator 2 Judgment Day (1991)
0103074,Thelma &amp; Louise (1991)
0103077,Theres Nothing Out There (1991) 
0103105,Toto le hÇros (1991) 
0103112,Toy Soldiers (1991) 
0103116,Trancers II (1991)
0103176,Urga (1991)
0103186,Vacas (1992)
0103241,What About Bob? (1991)
0103243,Where Angels Fear to Tread (1991)
0103247,White Fang (1991) 
0103251,White Palace (1990)
0103594,1492 Conquest of Paradise (1992)Biography
0103596,3 Ninjas (1992) 
0103634,Aileen Wuornos The Selling of a Serial Killer (1993)
0103639,Aladdin (1992)
0103644,Alien? (1992)
0103704,Ano natsu ichiban shizukana umi (1991)
0103759,Bad Lieutenant (1992) 
0103767,Baraka (1992)
0103772,Basic Instinct (1992)
0103776,Batman Returns (1992) 
0103783,BÇbÇs Kids (1992)
0103786,Beethoven (1992) 
0103793,Bennys Video (1992) 
0103805,Beyond the Law (1993)
0103843,Blown Away (1993) 
0103850,Bob Roberts (1992)
0103855,The Bodyguard (1992)
0103859,Boomerang (1992) 
0103873,Braindead (1992) 
0103874,Dracula (1992) 
0103893,Buffy the Vampire Slayer (1992) 
0103905,Cest arrivÇ präs de chez vous (1992)
0103919,Candyman (1992)
0103923,Captain America (1990) 
0103924,Captain Ron (1992) 
0103939,Chaplin (1992)
0103950,Sing si lip yan (1993) 
0103956,Childs Play 3 (1991)
0103957,Children of the Night (1991)
0103976,City of Joy (1992)
0103978,Class Act (1992)
0103994,Como agua para chocolate (1992)
0104008,Conte dhiver (1992)
0104009,Cool World (1992)
0104029,Cronos (1993)
0104036,The Crying Game (1992) 
0104070,Death Becomes Her (1992) 
0104107,Diggstown (1992)
0104181,Wuthering Heights (1992)
0104187,Encino Man (1992) 
0104231,Far and Away (1992) 
0104254,FernGully The Last Rainforest (1992)
0104257,A Few Good Men (1992) 
0104265,Final Analysis (1992)
0104275,Fires of Kuwait (1992) 
0104283,Folks (1992) 
0104285,J°dlo (1993)
0104291,Forever Young (1992)
0104299,Freejack (1992)
0104346,Gladiator (1992) 
0104348,Glengarry Glen Ross (1992)
0104352,Gojira vs. Mosura (1992) 
0104361,A Grand Day Out with Wallace and Gromit (1989)
0104389,The Hand That Rocks the Cradle (1992)
0104409,Hellraiser III Hell on Earth (1992) 
0104418,Highway to Hell (1991) 
0104427,Hoffa (1992)
0104431,Home Alone 2 Lost in New York (1992) 
0104437,Honey I Blew Up the Kid (1992) 
0104438,Honeymoon in Vegas (1992)
0104452,HouseSitter (1992)
0104454,Howards End (1992)
0104466,Husbands and Wives (1992)
0104507,Indochine (1992)
0104511,Innocent Blood (1992)
0104522,Into the West (1992) 
0104537,The JFK Assassination The Jim Garrison Tapes (1992)
0104545,Jam¢n jam¢n (1992) 
0104549,Jennifer Eight (1992) 
0104561,Jo Jeeta Wohi Sikandar (1992) 
0104573,Juice (1992) 
0104652,Kurenai no buta (1992)
0104684,Lat sau san taam (1992)
0104691,The Last of the Mohicans (1992) 
0104692,The Lawnmower Man (1992)
0104694,A League of Their Own (1992) 
0104695,Leap of Faith (1992) 
0104714,Lethal Weapon 3 (1992)
0104753,The Long Day Closes (1992)
0104756,Lorenzos Oil (1992)
0104779,Bitter Moon (1992)
0104782,LÇolo (1992) 
0104797,Malcolm X (1992)
0104802,The Mambo Kings (1992)
0104804,Man Trouble (1992)
0104815,El mariachi (1992)
0104850,Memoirs of an Invisible Man (1992)
0104868,The Mighty Ducks (1992) 
0104879,Miracle Beach (1992)
0104926,Mr. Baseball (1992)
0104940,The Muppet Christmas Carol (1992) 
0104952,My Cousin Vinny (1992)
0104984,Nervous Ticks (1992)
0104990,Newsies (1992)
0105019,De noorderlingen (1992)
0105046,Of Mice and Men (1992)
0105089,The Panama Deception (1992)
0105104,Passenger 57 (1992)
0105112,Patriot Games (1992)
0105121,The People Under the Stairs (1991) 
0105128,Pet Sematary II (1992) 
0105130,Peters Friends (1992) 
0105151,The Player (1992)
0105159,The Power of One (1992)
0105161,Pratikar (1991)
0105185,Psy (1992)
0105211,Radio Flyer (1992)
0105212,Rage and Honor (1992)
0105217,Raising Cain (1992) 
0105219,Rapid Fire (1992)
0105226,Red Rock West (1993) 
0105236,Reservoir Dogs (1992)
0105265,A River Runs Through It (1992)
0105275,Romper Stomper (1992) 
0105316,Sarafina (1992)
0105323,Scent of a Woman (1992)
0105327,School Ties (1992)
0105378,Shadows and Fog (1991)
0105399,Shuang long hui (1992) 
0105414,Single White Female (1992)
0105415,Singles (1992)
0105417,Sister Act (1992)
0105428,Sleepwalkers (1992)
0105435,Sneakers (1992)
0105450,South Central (1992) 
0105459,Split Second (1992)
0105466,Stay Tuned (1992) 
0105477,Stop Or My Mom Will Shoot (1992) 
0105488,Strictly Ballroom (1992) 
0105526,The Taking of Beverly Hills (1991)
0105572,That Night (1992)
0105585,Thunderheart (1992)
0105601,Titanica (1995)
0105602,Tito i ja (1992) 
0105616,Tom and Jerry The Movie (1992)
0105629,Toys (1992) 
0105643,Troll 2 (1990) 
0105665,Twin Peaks Fire Walk with Me (1992)
0105682,Un coeur en hiver (1992)
0105690,Under Siege (1992)
0105695,Unforgiven (1992)
0105698,Universal Soldier (1992) 
0105712,Utz (1992)
0105714,Uzlasma (1992)
0105764,Visions of Light (1992)
0105793,Waynes World (1992)
0105812,White Men Cant Jump (1992) 
0105888,Zendegi va digar hich (1992) 
0106215,Acci¢n mutante (1993) 
0106218,Ad Fundum (1996)
0106220,Addams  Values (1993) 
0106226,The Age of Innocence (1993)
0106246,Alive (1993) Biography
0106290,Anna Ot shesti do vosemnadtsati (1994)Biography
0106305,La ardilla roja (1993) 
0106307,Arizona Dream (1992) 
0106308,Army of Darkness (1992) 
0106309,Joshua Tree (1993) 
0106331,Un a§o perdido (1993)
0106332,Ba wang bie ji (1993)
0106339,Backbeat (1994)
0106341,Bad Boy Bubby (1993)
0106364,Batman Mask of the Phantasm (1993)
0106384,Glocken aus der Tiefe - Glaube und Aberglaube in Ru·land (1993)
0106387,Benny &amp; Joon (1993) 
0106393,Best of the Best 2 (1993)
0106400,The Beverly Hillbillies (1993)
0106417,Gekij-ban - Bishjo senshi SàrÉ Mñn R (1993)
0106447,Bodies Rest &amp; Motion (1993)
0106452,Body Snatchers (1993) 
0106453,Body of Evidence (1993)
0106469,Bound by Honor (1993)
0106471,Boxing Helena (1993)
0106489,A Bronx Tale (1993) 
0106500,CB4 (1993)
0106519,Carlitos Way (1993) 
0106521,Carnosaur (1993)
0106535,The Cement Garden (1993)
0106582,Cliffhanger (1993)
0106598,Coneheads (1993)
0106611,Cool Runnings (1993) 
0106620,Contamination .7 (1993)
0106627,The Crush (1993)
0106664,The Dark Half (1993)
0106673,Dave (1993)
0106677,Dazed and Confused (1993) 
0106697,Demolition Man (1993)
0106701,Dennis the Menace (1993)
0106732,Distant Cousins (1993)
0106761,Double Dragon (1994) 
0106770,Dragon The Bruce Lee Story (1993)Biography
0106833,Ethan Frome (1993)
0106834,Even Cowgirls Get the Blues (1993) 
0106856,Falling Down (1993) 
0106881,Fearless (1993)
0106912,Fire in the Sky (1993)
0106918,The Firm (1993)
0106941,For Love or Money (1993) 
0106950,Fortress (1992)
0106965,Free Willy (1993) 
0106966,Fresa y chocolate (1993) 
0106977,The Fugitive (1993) 
0107002,Germinal (1993)
0107004,Geronimo An American Legend (1993)
0107007,Gettysburg (1993)
0107027,Gojira VS Mekagojira (1993) 
0107034,The Good Son (1993)
0107045,Grief (1993)
0107048,Groundhog Day (1993) 
0107050,Grumpy Old Men (1993) 
0107057,Guilty as Sin (1993) 
0107076,Hard Target (1993)
0107079,Sugar Hill (1993) 
0107086,Hated GG Allin &amp; the Murder Junkies (1993)Biography
0107091,Heart and Souls (1993) 
0107120,Hocus Pocus (1993)
0107131,Homeward Bound The Incredible Journey (1993) 
0107144,Hot Shots Part Deux (1993) 
0107148,House of Cards (1993)
0107151,The House of the Spirits (1993)
0107206,In the Line of Fire (1993)
0107207,In the Name of the Father (1993)
0107209,In weiter Ferne so nah (1993) 
0107211,Indecent Proposal (1993)
0107212,Indian Summer (1993) 
0107214,Indien (1993) 
0107254,Jason Goes to Hell The Final Friday (1993)
0107282,The Joy Luck Club (1993)
0107286,Judgment Night (1993)
0107290,Jurassic Park (1993)
0107302,Kalifornia (1993)
0107315,Kika (1993)
0107362,Last   Hero (1993) 
0107387,Leprechaun (1993) 
0107426,Little Buddha (1993)
0107438,Look Whos Talking Now (1993)
0107472,Die Macht der Bilder Leni Riefenstahl (1993)Biography
0107473,Mad Dog and Glory (1993)
0107478,Made in America (1993)
0107497,Malice (1993)
0107501,The Man Without a Face (1993)
0107507,Manhattan Murder  (1993) 
0107554,Menace II Society (1993) 
0107561,Metamorphosis The Alien Factor (1990)
0107606,Mothers Boys (1994)
0107611,Mr. Jones (1993)
0107614,Mrs. Doubtfire (1993) 
0107616,Much Ado About Nothing (1993) 
0107617,Mói du du xanh (1993)
0107630,My Life (1993)
0107653,Naked (1993)
0107659,Loaded Weapon 1 (1993) 
0107664,Necronomicon (1993)
0107665,Needful Things (1993) 
0107666,The Neighbor (1993) 
0107688,The Nightmare Before Christmas (1993)
0107692,Jñbà ninpñch (1993)
0107711,Nowhere to Run (1993)
0107715,Nukie (1988)
0107750,Only the Strong (1993) 
0107756,Orlando (1992) 
0107763,The Outfit (1993) 
0107786,Passage Ö lacte (1993)
0107798,The Pelican Brief (1993) 
0107808,A Perfect World (1993) 
0107818,Philadelphia (1993)
