term,petitioner,respondent,jurisdiction,caseOrigin,caseSource,certReason,issue,issueArea,vote
1964,382,171,1,21,21,4,70070,7,majority
1964,100,27,1,55,32,11,10220,1,majority
1964,171,19,2,301,301,1,80100,8,majority
1964,198,19,2,302,300,1,80100,8,majority
1964,208,200,1,80,21,11,90110,9,majority
1964,223,19,2,75,75,1,30010,3,majority
1964,211,403,1,32,32,12,30060,3,majority
1964,211,403,1,32,32,12,30060,3,majority
1964,28,28,9,0,0,1,110020,11,majority
1964,19,251,2,126,126,1,20010,2,majority
1964,153,153,1,302,301,12,40020,4,majority
1964,189,28,1,302,32,12,80100,8,majority
1964,369,240,1,9,29,12,120010,12,majority
1964,357,158,1,27,27,12,80010,8,majority
1964,100,28,1,302,300,11,10090,1,majority
1964,132,369,1,9,24,12,120040,12,majority
1964,249,249,1,55,32,12,90120,9,majority
1964,223,28,1,302,301,12,20080,2,majority
1964,231,231,2,132,132,1,80220,8,majority
1964,223,28,1,302,300,12,20080,2,majority
1964,369,240,1,9,23,10,120010,12,majority
1964,238,4,2,302,300,1,20160,2,majority
1964,127,28,1,302,300,10,10060,1,majority
1964,244,328,2,53,53,1,30060,3,majority
1964,208,27,1,111,23,2,80060,8,majority
1964,27,240,1,103,26,2,120010,12,majority
1964,240,27,1,96,22,2,120010,12,majority
1964,253,102,1,302,301,12,110030,11,majority
1964,352,148,1,28,28,11,80270,8,majority
1964,129,153,2,302,300,1,100130,10,majority
1964,8,21,1,302,300,12,90390,9,majority
1964,223,3,1,302,302,12,20080,2,majority
1964,161,160,1,96,22,12,90150,9,majority
1964,111,28,1,302,300,12,40010,4,majority
1964,27,28,9,0,0,1,100040,10,majority
1964,100,27,2,87,28,1,10370,1,majority
1964,27,171,1,106,30,10,120010,12,majority
1964,116,27,1,43,25,2,120010,12,majority
1964,338,254,1,51,29,10,90120,9,majority
1964,147,147,1,92,23,3,80010,8,majority
1964,369,132,1,9,24,12,120040,12,majority
1964,198,357,1,27,27,3,90120,9,majority
1964,209,198,1,25,25,10,90120,9,majority
1964,251,19,2,64,64,1,20090,2,majority
1964,19,251,2,66,66,1,20090,2,majority
1964,19,251,2,96,96,1,20090,2,majority
1964,27,249,1,50,29,12,30060,3,majority
1964,126,28,1,75,25,11,10040,1,majority
1964,126,28,1,96,22,12,10040,1,majority
1964,146,132,1,116,26,12,70020,7,majority
1964,249,238,1,66,27,12,70020,7,majority
1964,102,27,2,96,96,1,80010,8,majority
1964,223,28,1,302,300,12,20080,2,majority
1964,17,251,2,51,51,1,20090,2,majority
1964,187,27,2,96,96,1,80020,8,majority
1964,223,28,2,302,300,1,20080,2,majority
1964,28,126,1,50,29,12,10040,1,majority
1964,238,238,1,66,27,12,70020,7,majority
1964,223,19,2,85,85,1,30010,3,majority
1964,245,231,2,53,53,1,90120,9,dissent
1964,100,28,1,302,300,12,10190,1,dissent
1965,251,19,2,96,96,1,20090,2,majority
1965,135,28,2,302,301,1,90160,9,majority
1965,8,104,6,58,25,1,80050,8,majority
1965,184,184,1,103,26,12,90110,9,majority
1965,113,27,2,73,73,1,10080,1,majority
1965,100,28,1,302,300,12,10050,1,majority
1965,357,184,1,25,25,12,90120,9,majority
1965,198,198,1,51,29,4,80010,8,majority
1965,240,27,1,126,24,12,90520,9,majority
1965,211,403,1,32,32,12,30060,3,majority
1965,224,21,1,126,24,11,20050,2,majority
1965,158,19,2,96,96,1,90340,9,majority
1965,27,118,1,53,22,11,40010,4,majority
1965,249,151,1,100,24,11,90500,9,majority
1965,231,27,2,56,56,1,80020,8,majority
1965,27,208,6,55,32,1,80060,8,majority
1965,208,27,6,111,23,1,90500,9,majority
1965,254,27,1,96,22,12,10080,1,majority
1965,184,172,1,66,27,12,80010,8,majority
1965,224,21,1,47,28,12,20050,2,majority
1965,249,247,1,27,27,3,90330,9,majority
1965,134,198,1,25,25,12,80300,8,majority
1965,231,27,2,50,50,1,80220,8,majority
1965,172,394,1,55,32,11,80180,8,majority
1965,230,231,1,51,29,4,90120,9,majority
1965,27,114,1,103,26,2,120030,12,majority
1965,4,231,2,110,110,1,90340,9,majority
1965,145,116,1,96,22,12,80040,8,majority
1965,106,368,1,27,27,12,20110,2,majority
1965,27,28,9,0,0,1,100040,10,majority
1965,222,166,1,302,300,12,20040,2,majority
1965,135,114,1,52,30,3,80030,8,majority
1965,27,253,1,122,25,12,100130,10,majority
1965,122,120,1,106,30,12,90140,9,majority
1965,114,114,1,120,25,3,80030,8,majority
1965,28,186,1,302,300,11,20240,2,majority
1965,186,19,1,302,300,12,20240,2,majority
1965,100,28,2,302,300,1,40010,4,majority
1965,28,126,1,104,26,11,10040,1,majority
1965,16,6,1,30,30,0,90380,9,majority
1965,249,231,2,47,47,1,90340,9,majority
1965,27,28,9,0,0,1,100040,10,majority
1965,172,184,1,87,28,12,80180,8,majority
1965,27,172,1,3,3,10,80180,8,majority
1965,185,249,1,81,26,12,100020,10,majority
1965,190,19,1,302,300,11,30030,3,majority
1965,169,19,1,302,301,12,10580,1,majority
1965,151,371,1,64,29,11,70040,7,majority
1965,251,19,2,58,58,1,20090,2,majority
1965,234,116,1,50,29,11,80010,8,majority
1965,230,231,1,96,22,12,20250,2,majority
1965,8,16,1,302,301,12,10110,1,majority
1965,126,27,1,58,25,12,10280,1,majority
1965,145,116,1,126,24,12,80070,8,majority
1965,28,28,9,0,0,1,110020,11,majority
1965,116,369,1,9,22,3,120010,12,majority
1965,28,1,9,0,0,1,20020,2,majority
1965,237,185,1,66,27,12,90110,9,majority
1965,28,136,1,66,27,11,40020,4,majority
1965,114,135,1,73,26,2,80030,8,majority
1965,220,27,1,109,23,12,30200,3,majority
1965,220,28,2,302,300,1,30190,3,majority
1965,394,172,1,1,1,13,80180,8,majority
1965,175,27,1,55,32,12,20170,2,majority
1965,240,369,1,51,29,2,120010,12,majority
1965,240,369,1,53,22,12,120010,12,majority
1965,366,231,1,56,25,10,80220,8,majority
1965,234,349,1,32,32,12,90120,9,majority
1965,27,240,1,66,27,2,120010,12,majority
1965,357,158,1,25,25,10,80010,8,majority
1965,251,4,2,126,126,1,20010,2,majority
1965,369,240,1,9,22,12,120020,12,majority
1965,249,185,1,116,26,12,90410,9,majority
1965,27,100,2,85,85,1,20400,2,majority
1965,234,27,1,7,1,12,10330,1,majority
1965,254,19,2,302,300,1,30050,3,majority
1965,126,28,1,302,300,11,10270,1,majority
1965,8,19,1,302,300,12,30090,3,majority
1965,28,28,9,0,0,1,110010,11,majority
1965,237,122,1,96,22,12,90150,9,majority
1965,118,19,2,302,300,1,80110,8,majority
1965,126,27,1,74,26,11,10370,1,majority
1965,241,241,1,75,25,12,100030,10,majority
1965,211,251,2,63,63,1,20090,2,majority
1965,27,152,1,122,25,2,120010,12,majority
1965,27,189,2,51,51,1,80010,8,majority
1965,136,28,1,302,300,12,40020,4,majority
1965,100,28,1,302,300,12,10050,1,majority
1965,28,27,2,122,122,1,20010,2,majority
1965,8,27,1,3,3,12,80050,8,majority
1965,405,148,1,21,21,12,80020,8,majority
1965,218,28,1,302,300,12,30030,3,majority
1965,116,145,1,58,25,2,90140,9,majority
1965,27,198,2,56,56,1,80130,8,majority
1965,249,231,1,56,25,12,70200,7,majority
1965,27,240,2,51,51,1,10090,1,majority
1965,27,100,2,117,117,1,10430,1,majority
1965,156,27,1,117,26,12,30200,3,majority
1965,100,28,1,302,300,0,10120,1,majority
1965,27,238,2,51,51,1,80020,8,majority
1965,213,28,2,92,92,1,20370,2,majority
1965,136,28,1,126,24,12,90510,9,majority
1965,357,184,1,28,28,12,80010,8,majority
1965,27,135,1,302,300,12,120030,12,majority
1965,215,28,1,104,26,12,10260,1,majority
1965,254,27,1,96,22,11,10080,1,majority
1965,185,16,1,27,27,12,10080,1,majority
1965,27,176,1,3,3,10,90120,9,majority
1965,27,176,1,3,3,12,90120,9,majority
1965,100,28,1,302,300,11,10100,1,majority
1965,27,118,2,132,132,1,80020,8,majority
1965,27,184,2,113,113,1,80010,8,majority
1965,357,158,1,27,27,12,80020,8,majority
1965,1,251,2,55,55,1,20020,2,majority
1965,251,3,2,302,300,1,20020,2,majority
1965,114,27,1,58,25,2,120030,12,majority
1965,254,27,1,55,32,12,30050,3,majority
1965,126,28,1,302,300,12,10040,1,majority
1965,100,28,1,98,24,12,10010,1,majority
1965,100,28,1,302,302,11,10090,1,majority
1965,249,27,1,52,30,12,30060,3,majority
1965,19,251,2,96,96,1,20090,2,majority
1965,254,27,1,96,22,12,10080,1,majority
1965,28,215,1,92,23,12,10040,1,majority
1965,100,28,2,0,300,1,10100,1,majority
1965,249,151,1,69,27,12,70080,7,dissent
1965,223,238,1,302,300,12,30150,3,dissent
1965,3,223,1,84,25,10,90010,9,dissent
1965,223,28,1,0,24,12,90010,9,dissent
1965,223,28,1,0,24,12,90010,9,dissent
1966,501,19,2,41,41,1,90170,9,majority
1966,172,238,1,80,21,2,90380,9,majority
1966,240,27,6,55,32,1,10050,1,majority
1966,116,116,2,86,86,1,90480,9,majority
1966,231,231,2,103,103,1,90120,9,majority
1966,100,28,1,302,300,12,10170,1,majority
1966,209,352,1,25,25,10,80300,8,majority
1966,100,28,1,302,300,12,10090,1,majority
1966,27,234,2,129,129,1,90120,9,majority
1966,113,114,1,50,29,10,80030,8,majority
1966,211,17,2,60,60,1,30010,3,majority
1966,27,176,1,3,3,12,80140,8,majority
1966,27,215,1,111,23,2,80050,8,majority
1966,234,231,1,66,27,12,90120,9,majority
1966,174,138,2,302,300,1,80070,8,majority
1966,213,6,1,302,300,11,20370,2,majority
1966,145,231,1,100,24,13,80050,8,majority
1966,368,106,1,29,29,2,20110,2,majority
1966,113,113,1,123,30,2,100130,10,majority
1966,27,100,2,97,97,1,10460,1,majority
1966,106,368,1,26,26,12,20110,2,majority
1966,100,27,1,117,26,12,10050,1,majority
1966,111,27,1,117,26,11,10050,1,majority
1966,7,27,2,52,52,1,90320,9,majority
1966,100,28,1,302,300,12,10210,1,majority
1966,208,195,1,302,300,12,90150,9,majority
1966,178,174,2,302,300,1,30040,3,majority
1966,382,151,1,29,29,11,70190,7,majority
1966,382,151,1,27,27,11,70070,7,majority
1966,251,19,2,58,58,1,20090,2,majority
1966,19,7,1,300,300,10,100010,10,majority
1966,27,244,2,94,94,1,30060,3,majority
1966,244,27,1,51,29,4,30060,3,majority
1966,8,28,1,302,300,12,10090,1,majority
1966,111,6,1,301,300,11,10090,1,majority
1966,382,151,1,96,22,12,90520,9,majority
1966,100,28,1,302,300,12,10010,1,majority
1966,100,28,1,302,300,12,20040,2,majority
1966,8,26,2,97,97,1,30110,3,majority
1966,100,28,1,66,27,11,10200,1,majority
1966,28,215,1,109,23,12,10200,1,majority
1966,111,216,1,302,301,12,10090,1,majority
1966,100,28,2,302,300,1,10200,1,majority
1966,111,216,1,302,301,12,10090,1,majority
1966,100,28,2,302,300,1,10220,1,majority
1966,100,28,1,302,300,12,10090,1,majority
1966,251,19,2,121,121,1,20090,2,majority
1966,198,198,2,123,123,1,80020,8,majority
1966,237,237,1,86,28,12,80020,8,majority
1966,249,247,1,302,300,11,70060,7,majority
1966,100,28,1,0,301,12,10090,1,majority
1966,100,28,1,302,300,12,10590,1,majority
1966,357,184,1,29,29,2,80010,8,majority
1966,352,209,1,25,25,12,80310,8,majority
1966,28,126,1,87,28,12,20320,2,majority
1966,100,28,1,302,301,12,10090,1,majority
1966,369,186,1,9,29,12,120020,12,majority
1966,145,120,1,52,30,11,80040,8,majority
1966,100,27,1,81,26,12,10050,1,majority
1966,121,3,1,66,27,11,90240,9,majority
1966,27,113,2,121,121,1,80020,8,majority
1966,100,28,1,302,300,12,20040,2,majority
1966,173,1,1,55,32,10,10350,1,majority
1966,176,27,1,96,22,4,90480,9,majority
1966,171,208,1,108,29,3,90470,9,majority
1966,215,28,1,111,23,12,20390,2,majority
1966,223,16,1,85,25,11,20400,2,majority
1966,357,184,1,26,26,12,80020,8,majority
1966,126,28,1,52,30,12,10270,1,majority
1966,120,382,1,27,27,12,70020,7,majority
1966,120,382,1,25,25,12,70020,7,majority
1966,241,3,1,302,300,12,90200,9,majority
1966,158,158,1,123,30,12,80010,8,majority
1966,100,28,1,302,300,12,10010,1,majority
1966,172,118,1,50,29,2,60010,6,majority
1966,145,116,1,302,301,13,80050,8,majority
1966,213,28,1,301,300,12,20320,2,majority
1966,213,28,1,302,300,12,20320,2,majority
1966,238,7,2,302,300,1,80100,8,majority
1966,117,28,1,302,301,12,30190,3,majority
1966,237,27,2,96,96,1,80020,8,majority
1966,218,28,1,302,300,12,30150,3,majority
1966,175,28,2,302,300,1,20170,2,majority
1966,254,23,1,55,32,12,30050,3,majority
1966,208,184,1,96,22,12,80040,8,majority
1966,251,19,2,41,41,1,10350,1,majority
1966,251,21,2,82,82,1,20090,2,majority
1966,19,251,2,126,24,1,20090,2,majority
1966,405,171,1,55,32,12,80120,8,majority
1966,240,27,1,110,23,2,120010,12,majority
1966,100,27,1,66,27,12,10050,1,majority
1966,357,184,1,27,27,12,90120,9,majority
1966,106,328,1,96,22,11,20280,2,majority
1966,28,100,1,79,24,12,10050,1,majority
1966,231,231,2,51,51,1,90120,9,majority
1966,195,241,1,302,300,10,20040,2,majority
1966,245,231,2,66,66,1,90120,9,majority
1966,326,352,1,32,32,12,90120,9,majority
1966,369,240,1,9,22,2,100120,10,majority
1966,237,27,2,52,52,1,80010,8,majority
1966,195,6,2,302,301,1,10050,1,majority
1966,195,3,2,302,300,1,10050,1,majority
1966,231,249,1,52,30,4,90140,9,majority
1966,236,28,2,302,300,1,20040,2,majority
1966,100,28,1,302,300,12,10270,1,majority
1966,382,151,1,25,25,11,70190,7,majority
1966,100,28,1,302,300,12,10050,1,majority
1966,382,151,1,27,27,12,70060,7,majority
1966,27,100,1,119,25,12,10150,1,majority
1966,100,28,1,302,300,12,10150,1,majority
1966,126,28,1,96,22,12,10150,1,majority
1966,27,160,2,66,66,1,80010,8,majority
1966,27,141,2,66,66,1,80010,8,majority
1966,123,233,1,96,22,12,80160,8,majority
1966,117,28,1,302,302,12,30190,3,majority
1966,117,28,1,302,301,12,30190,3,majority
1966,117,28,1,302,301,12,30190,3,majority
1966,117,28,1,302,301,12,30190,3,majority
1966,220,4,1,302,300,12,30190,3,majority
1966,117,27,1,113,21,12,30200,3,majority
1966,178,28,1,302,300,12,30190,3,majority
1966,117,28,1,302,300,12,30190,3,majority
1966,195,28,2,302,300,1,10050,1,majority
1966,223,28,1,302,301,11,30150,3,dissent
1966,19,251,2,60,60,1,20090,2,dissent
1966,100,28,2,302,300,1,10220,1,dissent
1966,106,368,1,80,21,12,20270,2,dissent
1966,100,28,1,302,301,11,10060,1,dissent
1966,100,28,1,302,300,11,10050,1,dissent
1966,145,116,1,96,22,2,80070,8,dissent
1966,106,368,1,22,22,12,20110,2,dissent
1966,220,174,1,60,25,11,30030,3,dissent
1966,223,3,1,302,300,12,30150,3,dissent
1966,156,28,2,302,301,1,90130,9,dissent
1966,117,28,2,302,300,1,90130,9,dissent
1966,156,28,1,302,301,12,30190,3,dissent
1966,156,28,1,302,300,12,30190,3,dissent
1966,117,27,1,82,26,12,30200,3,dissent
1966,117,28,2,302,302,1,30190,3,dissent
1967,19,28,2,300,300,1,90160,9,majority
1967,100,27,1,132,27,12,10140,1,majority
1967,100,27,1,58,25,12,10050,1,majority
1967,213,27,1,60,25,12,10120,1,majority
1967,100,28,1,302,300,12,20040,2,majority
1967,100,28,1,302,300,12,20040,2,majority
1967,190,174,1,0,301,12,30030,3,majority
1967,28,100,1,92,23,12,10200,1,majority
1967,213,28,1,95,22,12,20370,2,majority
1967,117,27,1,79,24,12,30190,3,majority
1967,117,3,1,302,302,12,30190,3,majority
1967,178,27,1,79,24,12,30200,3,majority
1967,8,26,2,79,79,1,30090,3,majority
1967,190,211,1,302,300,12,30030,3,majority
1967,126,28,1,92,23,12,10310,1,majority
1967,126,27,1,96,22,12,90150,9,majority
1967,117,28,1,302,302,12,30190,3,majority
1967,16,27,1,66,27,10,90420,9,majority
1967,100,28,1,302,300,12,10120,1,majority
1967,27,195,1,108,29,4,40070,4,majority
1967,217,28,1,302,300,11,10120,1,majority
1967,100,28,1,302,301,12,10260,1,majority
1967,111,28,1,302,300,0,90160,9,majority
1967,27,28,9,0,0,1,100040,10,majority
1967,357,122,1,29,29,2,90120,9,majority
1967,116,27,1,75,25,3,80050,8,majority
1967,251,19,2,103,103,1,20090,2,majority
1967,249,216,1,302,300,13,30010,3,majority
1967,248,4,1,301,301,10,100120,10,majority
1967,211,19,2,94,94,1,90030,9,majority
1967,195,28,1,302,300,12,100010,10,majority
1967,27,240,1,116,26,2,120020,12,majority
1967,211,1,2,55,55,1,90030,9,majority
1967,115,252,1,106,30,12,80010,8,majority
1967,250,151,1,45,29,12,20250,2,majority
1967,254,27,1,96,22,12,10080,1,majority
1967,249,231,1,55,32,12,90340,9,majority
1967,173,113,1,66,27,10,80120,8,majority
1967,382,151,1,29,29,12,70080,7,majority
1967,158,152,1,51,29,11,80010,8,majority
1967,100,28,1,302,300,12,10010,1,majority
1967,27,245,2,85,85,1,90120,9,majority
1967,215,28,1,302,301,12,10010,1,majority
1967,188,28,2,50,50,1,20400,2,majority
1967,19,251,2,96,96,1,20090,2,majority
1967,371,249,1,111,23,10,70060,7,majority
1967,371,249,1,103,26,12,70060,7,majority
1967,3,27,2,110,110,1,80020,8,majority
1967,28,100,1,80,21,10,10050,1,majority
1967,156,28,2,0,300,1,30190,3,majority
1967,156,28,2,302,300,1,30190,3,majority
1967,19,148,1,116,26,10,90280,9,majority
1967,177,19,2,129,129,1,30060,3,majority
1967,223,28,1,302,300,12,30150,3,majority
1967,100,27,1,120,25,11,10090,1,majority
1967,208,171,1,109,23,13,90110,9,majority
1967,100,28,1,302,301,11,10270,1,majority
1967,100,27,6,30,30,1,10050,1,majority
1967,156,19,2,302,300,1,30010,3,majority
1967,141,220,1,86,28,10,80010,8,majority
1967,27,113,2,117,117,1,80020,8,majority
1967,405,148,1,21,21,12,80020,8,majority
1967,27,240,2,69,69,1,10490,1,majority
1967,27,152,1,88,29,12,80140,8,majority
1967,100,27,1,55,32,11,10060,1,majority
1967,349,116,1,32,32,12,90120,9,majority
1967,234,349,1,32,32,10,80230,8,majority
1967,231,4,2,302,300,1,80100,8,majority
1967,28,215,2,41,41,1,20040,2,majority
1967,126,28,1,58,25,12,10020,1,majority
1967,178,3,1,302,301,12,30190,3,majority
1967,357,238,1,29,29,10,80010,8,majority
1967,170,241,1,302,300,11,20150,2,majority
1967,100,27,1,66,27,11,10160,1,majority
1967,222,228,1,114,24,11,60010,6,majority
1967,237,114,1,58,25,10,80030,8,majority
1967,145,151,1,66,27,11,80050,8,majority
1967,170,27,1,3,3,11,20150,2,majority
1967,251,5,1,302,300,10,20090,2,majority
1967,100,28,1,302,300,11,90150,9,majority
1967,145,231,1,302,301,12,80050,8,majority
1967,100,28,1,302,300,12,10010,1,majority
1967,100,28,1,50,29,12,10200,1,majority
1967,145,151,1,50,29,12,80070,8,majority
1967,111,28,1,26,26,12,60030,6,majority
1967,27,100,2,60,60,1,20040,2,majority
1967,27,100,2,53,53,1,10130,1,majority
1967,100,28,1,302,301,12,10200,1,majority
1967,27,187,1,51,29,10,80130,8,majority
1967,237,122,1,109,23,12,90320,9,majority
1967,223,19,2,85,85,1,30150,3,majority
1967,117,28,2,302,301,1,30190,3,majority
1967,156,3,2,302,301,1,30190,3,majority
1967,100,28,1,105,30,11,10270,1,majority
1967,211,19,1,302,300,12,30030,3,majority
1967,140,362,1,0,26,12,60010,6,majority
1967,198,352,1,30,30,12,80300,8,majority
1967,240,27,1,58,25,11,10100,1,majority
1967,352,198,1,30,30,11,80300,8,majority
1967,156,3,1,120,25,12,30190,3,majority
1967,28,215,1,127,24,11,10020,1,majority
1967,129,28,2,302,300,1,20200,2,majority
1967,188,171,1,75,25,12,20200,2,majority
1967,369,237,1,9,22,2,120010,12,majority
1967,249,247,1,96,22,12,70020,7,majority
1967,100,27,1,86,28,11,10270,1,majority
1967,100,28,2,302,300,1,10580,1,majority
1967,100,28,1,302,300,12,10080,1,majority
1967,100,151,1,302,300,12,10580,1,majority
1967,100,28,1,95,22,11,10020,1,majority
1967,27,184,2,80,80,1,80010,8,majority
1967,249,235,1,302,300,11,30010,3,majority
1967,175,28,1,302,301,12,20170,2,majority
1967,100,28,1,302,300,12,10010,1,majority
1967,25,3,2,121,121,1,90330,9,majority
1967,4,251,2,69,69,1,20090,2,majority
1967,239,28,2,133,133,1,30150,3,majority
1967,27,142,1,80,21,2,30150,3,majority
1967,170,7,1,302,300,12,20160,2,majority
1967,170,27,1,3,3,5,20160,2,majority
1967,382,249,1,23,23,12,70060,7,majority
1967,224,21,1,126,24,12,20050,2,majority
1967,224,21,1,46,28,12,20050,2,majority
1967,224,21,1,118,26,12,20050,2,majority
1967,117,28,2,302,301,1,30190,3,majority
1967,126,28,1,52,30,12,10020,1,majority
1967,174,114,1,109,23,10,80030,8,majority
1967,371,249,1,96,22,12,70060,7,majority
1967,100,28,1,302,300,12,10250,1,majority
1967,100,28,1,302,300,11,10250,1,majority
1967,8,21,2,302,300,1,30030,3,majority
1967,100,27,1,51,29,11,10050,1,majority
1967,100,28,2,302,300,1,40010,4,majority
1967,8,21,1,302,300,12,30030,3,majority
1967,166,28,6,0,0,1,90390,9,majority
1967,175,28,2,302,301,1,20170,2,majority
1967,100,28,1,302,300,11,10050,1,majority
1967,100,28,2,302,300,1,10050,1,majority
1967,240,362,2,96,96,1,90300,9,majority
1967,161,160,1,66,27,13,80010,8,majority
1967,27,124,1,29,29,10,80330,8,majority
1967,28,371,2,79,79,1,70040,7,majority
1967,106,368,1,23,23,2,20110,2,majority
1967,100,27,1,55,32,11,10010,1,majority
1967,21,19,2,302,300,1,30180,3,majority
1967,8,3,2,302,300,1,10110,1,majority
1967,8,3,1,96,22,12,10110,1,majority
1967,176,3,2,302,300,1,10110,1,majority
1967,100,28,1,117,26,12,10040,1,majority
1967,100,27,1,96,22,12,10270,1,majority
1967,100,28,1,302,300,12,10270,1,majority
1967,100,27,1,0,29,12,10270,1,majority
1967,100,27,1,0,29,12,10270,1,majority
1967,100,28,1,302,300,12,10270,1,majority
1967,100,27,1,55,32,12,10270,1,majority
1967,19,153,2,41,41,1,20190,2,majority
1967,113,4,2,300,300,1,100060,10,majority
1967,28,249,1,97,22,11,10050,1,majority
1967,100,28,1,302,301,11,10050,1,majority
1967,124,246,1,96,22,10,80190,8,majority
1967,222,139,1,86,28,11,20040,2,majority
1967,184,184,1,110,23,12,80010,8,majority
1967,116,231,2,74,74,1,80220,8,majority
1967,100,28,1,66,27,12,10040,1,majority
1967,156,28,1,302,300,12,30190,3,majority
1967,126,27,1,0,28,12,10130,1,majority
1967,215,19,1,0,109,12,20400,2,majority
1967,110,3,1,302,300,12,10050,1,majority
1967,178,28,2,302,300,1,30190,3,majority
1967,100,28,1,302,300,12,10250,1,majority
1967,195,109,1,302,300,12,20040,2,majority
1967,100,28,1,302,300,12,10270,1,majority
1967,100,28,1,302,300,12,10250,1,majority
1967,100,501,1,0,23,12,10270,1,majority
1967,100,28,1,302,300,12,10270,1,majority
1967,100,28,1,302,300,12,10010,1,majority
1967,140,362,1,68,27,2,60010,6,dissent
1967,146,27,1,94,22,12,120030,12,dissent
1967,198,198,1,96,22,11,80010,8,dissent
1967,126,28,2,302,302,1,10140,1,dissent
1967,100,28,1,302,301,12,10050,1,dissent
1968,217,28,1,0,300,12,10040,1,majority
1968,126,28,1,302,300,12,10040,1,majority
1968,211,19,2,104,104,1,20030,2,majority
1968,352,209,1,25,25,12,90120,9,majority
1968,116,116,1,96,22,12,10580,1,majority
1968,198,27,2,93,93,1,80020,8,majority
1968,100,28,1,302,300,12,10040,1,majority
1968,154,4,2,48,48,1,90330,9,majority
1968,231,231,2,75,75,1,80220,8,majority
1968,8,28,2,302,300,1,30170,3,majority
1968,246,3,2,302,300,1,80100,8,majority
1968,126,28,1,92,23,12,10020,1,majority
1968,249,231,2,47,47,1,100100,10,majority
1968,120,120,1,112,21,12,80160,8,majority
1968,145,231,1,96,22,12,80040,8,majority
1968,100,3,1,302,300,12,10050,1,majority
1968,218,19,1,302,300,12,30010,3,majority
1968,121,15,1,55,32,12,90120,9,majority
1968,27,234,2,96,96,1,80010,8,majority
1968,126,28,1,302,300,12,90150,9,majority
1968,357,198,1,32,32,11,80010,8,majority
1968,100,28,1,71,28,11,10220,1,majority
1968,241,3,1,302,300,11,40020,4,majority
1968,27,100,2,109,109,1,10540,1,majority
1968,27,122,1,118,26,3,120010,12,majority
1968,126,28,1,302,301,12,10040,1,majority
1968,182,231,1,42,25,12,90010,9,majority
1968,27,184,2,99,99,1,80010,8,majority
1968,27,186,1,3,3,10,20240,2,majority
1968,382,151,1,29,29,12,70190,7,majority
1968,213,28,1,302,300,13,20370,2,majority
1968,215,16,1,302,300,11,10590,1,majority
1968,222,19,2,302,300,1,20040,2,majority
1968,166,16,2,88,88,1,90090,9,majority
1968,8,4,2,41,41,1,20050,2,majority
1968,100,27,1,86,28,13,10050,1,majority
1968,130,130,1,302,300,11,30160,3,majority
1968,405,171,1,45,29,10,80120,8,majority
1968,100,28,1,302,300,11,10120,1,majority
1968,215,28,1,117,26,12,20330,2,majority
1968,239,21,1,71,28,12,30150,3,majority
1968,193,28,2,302,300,1,80100,8,majority
1968,251,4,2,126,126,1,20020,2,majority
1968,27,28,9,0,0,1,100040,10,majority
1968,27,28,9,0,0,1,100040,10,majority
1968,28,27,9,0,0,1,100010,10,majority
1968,223,17,2,74,74,1,90180,9,majority
1968,223,5,2,42,42,1,90020,9,majority
1968,19,211,2,94,94,1,90260,9,majority
1968,223,3,1,302,300,12,30150,3,majority
1968,190,27,2,45,45,1,80010,8,majority
1968,223,3,1,302,300,11,30150,3,majority
1968,100,27,1,52,30,12,10050,1,majority
1968,215,27,1,86,28,3,10020,1,majority
1968,100,27,1,96,22,11,10040,1,majority
1968,100,28,1,302,300,12,10040,1,majority
1968,16,28,1,50,29,3,10160,1,majority
1968,100,27,1,81,26,12,10050,1,majority
1968,240,27,1,113,21,12,10050,1,majority
1968,100,28,1,302,300,12,10100,1,majority
1968,237,185,1,86,28,2,90110,9,majority
1968,211,19,2,41,41,1,20020,2,majority
1968,249,231,1,302,301,11,70150,7,majority
1968,211,16,15,41,41,1,90420,9,majority
1968,116,116,1,66,27,11,80070,8,majority
1968,247,382,1,27,27,12,70060,7,majority
1968,126,28,1,302,300,11,90170,9,majority
1968,100,28,1,302,301,11,10150,1,majority
1968,240,27,1,66,27,3,10030,1,majority
1968,126,28,1,41,25,12,10010,1,majority
1968,126,27,1,74,26,12,10370,1,majority
1968,184,184,1,74,26,12,80010,8,majority
1968,19,251,2,87,87,1,20090,2,majority
1968,251,19,2,96,96,1,20090,2,majority
1968,215,27,1,55,32,12,10020,1,majority
1968,218,28,2,302,300,1,30150,3,majority
1968,7,193,2,53,53,1,20180,2,majority
1968,27,198,1,106,30,13,120010,12,majority
1968,184,184,1,126,24,12,80010,8,majority
1968,218,27,1,55,32,12,30010,3,majority
1968,100,28,1,302,300,12,10050,1,majority
1968,100,28,1,108,29,12,10220,1,majority
1968,369,239,1,111,23,12,120010,12,majority
1968,27,143,1,81,26,10,80170,8,majority
1968,215,3,2,66,66,1,20010,2,majority
1968,211,4,2,66,66,1,20030,2,majority
1968,111,159,1,120,25,12,90320,9,majority
1968,126,27,1,80,21,12,10040,1,majority
1968,27,28,9,0,0,1,100040,10,majority
1968,19,193,2,66,66,1,20180,2,majority
1968,19,193,2,50,50,1,20180,2,majority
1968,27,250,1,3,3,11,90360,9,majority
1968,100,27,1,121,25,11,10090,1,majority
1968,27,100,2,104,104,1,10090,1,majority
