"","X","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","voting","hawthorne","civicduty","neighbors","self","control"
"4069",4069,1,1954,1,1,1,1,0,1,1,0,0,0,0,1
"4070",4070,0,1955,1,1,1,0,0,1,0,0,0,0,0,1
"4071",4071,1,1951,1,1,1,0,1,0,0,0,0,1,0,0
"4072",4072,1,1936,0,1,1,0,0,1,1,0,0,0,0,1
"4073",4073,1,1985,0,0,1,0,0,0,0,0,1,0,0,0
"4074",4074,0,1954,1,1,1,0,0,1,0,0,1,0,0,0
"4075",4075,1,1955,1,1,1,0,0,1,0,0,1,0,0,0
"4076",4076,1,1942,1,1,1,0,1,1,0,1,0,0,0,0
"4077",4077,1,1954,1,1,1,0,1,1,0,0,0,0,1,0
"4078",4078,0,1959,1,1,1,0,1,1,0,0,0,0,1,0
"4079",4079,0,1922,1,1,1,0,1,0,0,0,0,0,0,1
"4080",4080,1,1963,1,1,1,0,0,1,0,0,0,0,1,0
"4081",4081,0,1952,1,1,1,0,0,0,0,0,0,0,1,0
"4082",4082,1,1969,1,1,1,1,0,1,0,0,0,0,1,0
"4083",4083,0,1968,1,1,1,1,0,1,0,0,0,0,1,0
"4084",4084,0,1966,1,1,1,0,1,1,0,1,0,0,0,0
"4085",4085,0,1956,1,1,1,0,0,1,0,0,0,0,0,1
"4086",4086,1,1980,0,0,1,0,0,0,0,0,0,0,0,1
"4087",4087,1,1956,1,1,1,0,1,1,1,0,0,0,0,1
"4088",4088,0,1965,0,1,1,0,0,0,0,0,0,0,0,1
"4089",4089,1,1966,1,1,1,1,1,0,1,0,0,0,0,1
"4090",4090,0,1954,1,1,1,1,1,0,0,0,0,0,0,1
"4091",4091,1,1917,1,0,1,1,1,0,0,0,0,0,0,1
"4092",4092,1,1934,1,1,1,1,1,0,0,0,0,1,0,0
"4093",4093,1,1961,1,1,1,0,1,0,1,0,0,0,0,1
"4094",4094,0,1953,1,1,1,0,1,0,1,0,0,0,0,1
"4095",4095,1,1961,1,1,1,1,0,0,1,0,0,0,0,1
"4096",4096,0,1961,1,0,1,1,0,0,1,0,0,0,0,1
"4097",4097,0,1944,1,1,1,1,0,1,0,0,0,0,0,1
"4098",4098,1,1959,1,0,1,0,0,0,0,0,0,0,0,1
"4099",4099,1,1973,1,1,1,1,1,1,1,0,0,0,0,1
"4100",4100,0,1971,1,1,1,1,1,1,0,0,0,0,0,1
"4101",4101,1,1947,1,1,1,1,0,0,0,0,0,0,0,1
"4102",4102,0,1946,1,1,1,1,0,0,0,0,0,0,0,1
"4103",4103,1,1955,1,1,1,0,0,0,0,0,1,0,0,0
"4104",4104,1,1978,1,0,1,0,0,0,0,0,1,0,0,0
"4105",4105,0,1955,1,1,1,0,1,0,0,0,1,0,0,0
"4106",4106,1,1957,1,1,1,1,0,1,0,1,0,0,0,0
"4107",4107,0,1955,1,1,1,1,0,1,0,1,0,0,0,0
"4108",4108,0,1969,1,0,1,0,1,1,1,0,0,0,0,1
"4109",4109,1,1971,0,0,1,0,0,0,0,0,0,0,0,1
"4110",4110,0,1959,1,1,1,1,0,1,1,0,1,0,0,0
"4111",4111,1,1960,1,1,1,0,1,1,1,0,0,0,0,1
"4112",4112,0,1918,1,1,1,1,1,0,0,0,0,1,0,0
"4113",4113,0,1960,1,1,1,0,1,1,1,0,0,1,0,0
"4114",4114,1,1961,1,1,1,0,1,0,0,0,0,1,0,0
"4115",4115,0,1950,1,1,1,0,1,0,0,0,0,0,0,1
"4116",4116,1,1984,0,1,1,0,0,0,0,0,0,0,0,1
"4117",4117,1,1950,1,0,1,0,0,0,1,0,0,0,0,1
"4118",4118,0,1949,1,1,1,0,1,1,1,0,0,0,1,0
"4119",4119,1,1952,1,1,1,0,1,1,1,0,0,0,1,0
"4120",4120,1,1982,0,0,1,0,0,0,0,0,0,0,1,0
"4121",4121,0,1948,1,1,1,0,0,0,0,1,0,0,0,0
"4122",4122,1,1950,1,1,1,0,0,0,0,1,0,0,0,0
"4123",4123,0,1963,1,1,1,0,0,1,0,0,0,0,0,1
"4124",4124,0,1924,1,1,1,1,1,1,1,0,0,0,0,1
"4125",4125,1,1929,1,1,1,1,1,1,1,0,0,0,0,1
"4126",4126,0,1964,1,1,1,0,0,0,1,0,0,1,0,0
"4127",4127,1,1963,1,1,1,0,0,1,1,0,0,1,0,0
"4128",4128,0,1955,1,1,1,0,0,0,0,0,1,0,0,0
"4129",4129,1,1957,1,1,1,0,1,0,0,0,1,0,0,0
"4130",4130,0,1980,1,1,1,0,1,0,0,0,1,0,0,0
"4131",4131,0,1964,1,1,1,0,1,0,0,0,0,0,1,0
"4132",4132,1,1965,0,0,1,0,0,1,0,0,0,0,1,0
"4133",4133,0,1952,1,1,1,0,1,0,0,0,0,0,0,1
"4134",4134,1,1957,1,1,1,0,0,0,0,0,0,0,0,1
"4135",4135,1,1985,0,0,1,0,0,0,0,0,0,0,0,1
"4136",4136,1,1962,1,1,1,0,1,0,1,0,0,0,0,1
"4137",4137,0,1963,1,1,1,0,0,0,1,0,0,0,0,1
"4138",4138,1,1925,1,1,1,0,1,0,0,0,0,0,0,1
"4139",4139,0,1922,1,1,1,0,1,0,0,0,0,0,0,1
"4140",4140,0,1968,1,1,1,0,1,0,0,0,0,0,0,1
"4141",4141,1,1972,1,0,1,0,0,0,0,0,0,0,0,1
"4142",4142,0,1946,1,1,1,0,0,0,0,0,1,0,0,0
"4143",4143,0,1955,0,0,1,0,0,1,1,0,0,0,0,1
"4144",4144,1,1967,1,1,1,0,1,0,1,0,0,0,0,1
"4145",4145,0,1960,1,1,1,0,1,0,1,0,0,0,0,1
"4146",4146,0,1947,1,1,1,0,1,1,1,0,0,0,0,1
"4147",4147,1,1947,1,1,1,0,0,0,1,0,0,0,0,1
"4148",4148,1,1948,1,1,1,1,1,0,1,0,0,0,0,1
"4149",4149,1,1978,1,1,1,0,1,0,0,0,0,0,0,1
"4150",4150,0,1984,0,0,1,0,0,0,0,0,0,0,0,1
"4151",4151,0,1945,1,1,1,1,1,0,1,0,0,0,0,1
"4152",4152,1,1956,1,1,1,0,0,0,0,1,0,0,0,0
"4153",4153,0,1982,1,0,1,0,0,0,0,1,0,0,0,0
"4154",4154,0,1956,1,1,1,0,1,0,0,1,0,0,0,0
"4155",4155,1,1952,1,1,1,0,0,0,0,0,0,0,0,1
"4156",4156,0,1948,1,0,1,0,1,0,0,0,0,0,0,1
"4157",4157,0,1982,0,0,1,0,0,0,0,0,0,0,0,1
"4158",4158,0,1953,1,1,1,0,1,0,0,0,0,0,0,1
"4159",4159,1,1953,1,0,1,0,0,0,0,0,0,0,0,1
"4160",4160,1,1953,1,1,1,0,1,1,0,0,1,0,0,0
"4161",4161,1,1984,0,0,1,0,1,0,0,0,1,0,0,0
"4162",4162,0,1951,1,1,1,0,1,0,0,0,1,0,0,0
"4163",4163,0,1985,0,0,1,0,0,0,0,0,1,0,0,0
"4164",4164,1,1953,1,1,1,0,0,0,0,0,1,0,0,0
"4165",4165,0,1945,1,1,1,0,0,0,0,0,1,0,0,0
"4166",4166,0,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4167",4167,1,1966,1,1,1,0,1,0,0,0,0,0,0,1
"4168",4168,0,1943,1,1,1,0,1,0,1,0,0,0,1,0
"4169",4169,1,1950,1,1,1,0,1,1,0,0,0,0,0,1
"4170",4170,0,1983,0,0,1,0,0,0,0,0,0,0,0,1
"4171",4171,0,1959,1,1,1,0,0,0,0,0,0,0,1,0
"4172",4172,1,1962,1,1,1,0,0,0,0,0,0,0,1,0
"4173",4173,1,1956,1,1,1,0,1,0,1,0,0,0,0,1
"4174",4174,1,1927,1,0,1,0,0,1,0,0,0,0,0,1
"4175",4175,1,1930,1,1,1,0,0,0,0,1,0,0,0,0
"4176",4176,0,1931,1,1,1,0,0,0,0,1,0,0,0,0
"4177",4177,0,1972,1,1,1,0,0,0,0,1,0,0,0,0
"4178",4178,0,1953,1,1,1,0,0,0,1,1,0,0,0,0
"4179",4179,1,1955,1,1,1,0,0,0,1,1,0,0,0,0
"4180",4180,0,1943,1,1,1,0,1,0,1,0,0,0,0,1
"4181",4181,1,1947,1,1,1,0,1,0,1,0,0,0,0,1
"4182",4182,0,1955,1,0,1,0,1,0,0,0,0,1,0,0
"4183",4183,1,1963,1,1,1,0,1,0,0,0,0,1,0,0
"4184",4184,1,1949,1,1,1,0,1,0,0,0,0,0,0,1
"4185",4185,0,1979,0,1,1,0,0,0,0,0,0,1,0,0
"4186",4186,0,1948,1,1,1,0,1,1,1,0,0,1,0,0
"4187",4187,1,1956,1,1,1,0,0,1,0,0,0,1,0,0
"4188",4188,0,1986,0,0,1,0,0,1,1,0,0,1,0,0
"4189",4189,0,1960,0,0,1,0,0,1,1,0,0,0,0,1
"4190",4190,1,1954,0,1,1,0,0,1,1,0,0,0,0,1
"4191",4191,0,1960,1,1,1,0,0,0,0,0,0,0,1,0
"4192",4192,1,1962,1,1,1,0,1,0,0,0,0,0,1,0
"4193",4193,1,1962,1,1,1,0,0,0,0,0,0,0,0,1
"4194",4194,0,1962,1,1,1,0,0,0,0,0,0,0,0,1
"4195",4195,1,1960,1,1,1,1,0,0,1,0,0,1,0,0
"4196",4196,0,1959,1,1,1,0,0,0,1,0,0,1,0,0
"4197",4197,0,1947,1,1,1,0,0,0,0,0,0,1,0,0
"4198",4198,1,1923,1,1,1,0,1,0,0,0,0,1,0,0
"4199",4199,1,1953,1,1,1,0,1,1,0,0,0,0,1,0
"4200",4200,0,1953,1,1,1,0,1,0,0,0,0,0,1,0
"4201",4201,0,1963,1,1,1,1,0,0,0,0,0,0,0,1
"4202",4202,1,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4203",4203,1,1948,1,1,1,0,1,0,0,0,0,0,0,1
"4204",4204,0,1946,1,1,1,0,1,0,0,0,0,0,0,1
"4205",4205,1,1967,1,1,1,0,0,0,0,1,0,0,0,0
"4206",4206,0,1963,1,0,1,0,0,0,0,1,0,0,0,0
"4207",4207,1,1934,1,1,1,1,1,1,1,0,0,0,0,1
"4208",4208,0,1928,1,1,1,1,1,1,1,0,0,0,0,1
"4209",4209,1,1969,0,0,1,0,0,1,0,0,0,0,0,1
"4210",4210,0,1941,1,1,1,0,0,1,1,0,0,0,0,1
"4211",4211,1,1943,1,1,1,0,0,0,1,0,0,0,0,1
"4212",4212,0,1964,1,1,1,0,1,0,0,0,0,0,0,1
"4213",4213,1,1964,1,1,1,0,1,0,1,0,0,0,0,1
"4214",4214,1,1959,1,1,1,0,0,1,0,0,1,0,0,0
"4215",4215,0,1962,1,1,1,0,0,0,0,0,1,0,0,0
"4216",4216,1,1959,1,1,1,0,1,0,0,0,0,0,0,1
"4217",4217,0,1959,1,1,1,0,0,0,0,0,0,0,0,1
"4218",4218,1,1945,1,1,1,0,0,0,1,1,0,0,0,0
"4219",4219,1,1922,1,1,1,0,1,0,0,0,0,0,0,1
"4220",4220,0,1983,0,0,1,0,0,0,0,0,0,0,0,1
"4221",4221,0,1955,1,1,1,0,1,0,1,0,0,0,0,1
"4222",4222,1,1986,0,0,1,0,0,0,0,0,0,0,0,1
"4223",4223,1,1955,1,1,1,0,0,0,1,0,0,0,0,1
"4224",4224,1,1960,1,1,1,0,0,0,0,0,0,0,0,1
"4225",4225,0,1960,1,1,1,0,0,0,1,0,0,0,0,1
"4226",4226,0,1978,1,0,1,0,0,0,0,0,1,0,0,0
"4227",4227,1,1944,1,1,1,0,0,0,1,0,1,0,0,0
"4228",4228,0,1927,1,1,1,1,1,1,1,0,1,0,0,0
"4229",4229,1,1963,1,1,1,0,0,1,0,0,1,0,0,0
"4230",4230,0,1942,1,1,1,0,1,0,0,0,0,1,0,0
"4231",4231,1,1979,1,1,1,0,0,0,0,0,0,1,0,0
"4232",4232,1,1944,1,1,1,0,1,0,0,0,0,1,0,0
"4233",4233,1,1950,1,1,1,0,1,0,0,0,0,0,0,1
"4234",4234,0,1949,1,1,1,0,1,0,0,0,0,0,0,1
"4235",4235,0,1983,0,1,1,0,0,0,0,0,0,0,0,1
"4236",4236,0,1917,1,0,1,0,0,1,0,0,0,0,0,1
"4237",4237,1,1949,1,0,1,0,0,1,0,0,0,0,0,1
"4238",4238,1,1985,0,0,1,0,0,1,0,0,0,0,0,1
"4239",4239,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"4240",4240,1,1983,0,1,1,0,1,0,0,0,0,0,0,1
"4241",4241,1,1954,1,1,1,0,1,0,0,0,0,0,0,1
"4242",4242,0,1954,1,1,1,0,1,1,0,0,0,0,0,1
"4243",4243,1,1940,1,1,1,0,0,0,0,0,0,0,0,1
"4244",4244,0,1935,1,1,1,0,0,0,0,0,0,0,0,1
"4245",4245,1,1934,1,1,1,0,0,0,0,0,0,0,0,1
"4246",4246,0,1930,1,1,1,0,0,0,0,0,0,0,0,1
"4247",4247,0,1960,1,1,1,0,0,0,0,0,0,0,0,1
"4248",4248,1,1960,1,1,1,0,1,0,0,0,0,0,0,1
"4249",4249,0,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4250",4250,1,1966,1,1,1,0,0,0,1,0,0,0,0,1
"4251",4251,0,1961,1,0,1,0,0,0,1,0,0,0,0,1
"4252",4252,0,1960,0,1,1,0,0,0,0,0,0,0,1,0
"4253",4253,1,1960,1,1,1,0,0,0,0,0,0,0,1,0
"4254",4254,0,1956,1,1,1,0,0,0,0,0,1,0,0,0
"4255",4255,1,1957,1,1,1,0,0,0,1,0,1,0,0,0
"4256",4256,1,1966,1,1,1,0,0,0,0,0,0,0,0,1
"4257",4257,0,1966,1,1,1,0,0,0,0,0,0,0,0,1
"4258",4258,1,1970,1,1,1,0,1,0,0,0,0,0,0,1
"4259",4259,0,1966,1,1,1,0,1,0,0,0,0,0,0,1
"4260",4260,0,1922,1,1,1,0,1,0,0,0,0,1,0,0
"4261",4261,1,1986,0,0,1,0,0,0,0,0,0,0,1,0
"4262",4262,0,1957,1,1,1,1,1,0,0,0,0,0,1,0
"4263",4263,1,1956,1,1,1,0,1,0,0,0,0,0,1,0
"4264",4264,0,1945,1,1,1,0,1,0,1,1,0,0,0,0
"4265",4265,1,1928,1,1,1,1,1,1,0,1,0,0,0,0
"4266",4266,0,1926,1,1,1,1,1,1,1,1,0,0,0,0
"4267",4267,1,1954,1,1,1,0,1,0,0,0,0,0,1,0
"4268",4268,0,1952,1,1,1,0,1,0,0,0,0,0,1,0
"4269",4269,1,1948,1,1,1,0,0,1,0,0,1,0,0,0
"4270",4270,0,1981,1,0,1,0,0,1,0,0,1,0,0,0
"4271",4271,0,1948,1,1,1,0,1,0,0,0,1,0,0,0
"4272",4272,0,1953,1,1,1,0,0,0,1,0,0,0,0,1
"4273",4273,1,1953,1,1,1,1,0,1,1,0,0,0,0,1
"4274",4274,0,1985,0,0,1,0,0,0,0,0,0,0,0,1
"4275",4275,1,1965,1,0,1,0,0,0,0,1,0,0,0,0
"4276",4276,0,1965,1,1,1,0,0,0,0,1,0,0,0,0
"4277",4277,0,1917,1,1,1,0,0,1,1,0,0,0,1,0
"4278",4278,1,1947,0,0,1,0,0,0,1,0,0,0,0,1
"4279",4279,0,1945,1,1,1,0,0,0,1,0,0,0,0,1
"4280",4280,0,1984,0,0,1,0,0,0,0,0,0,0,0,1
"4281",4281,1,1963,1,0,1,0,0,0,0,0,0,1,0,0
"4282",4282,0,1966,1,1,1,0,0,0,1,0,0,1,0,0
"4283",4283,1,1959,1,1,1,0,0,0,0,0,0,0,0,1
"4284",4284,0,1958,1,1,1,0,1,1,0,0,0,0,0,1
"4285",4285,1,1949,1,1,1,0,1,0,1,0,0,0,0,1
"4286",4286,0,1945,1,0,1,0,1,0,1,0,0,0,0,1
"4287",4287,1,1948,1,1,1,0,1,0,1,1,0,0,0,0
"4288",4288,0,1947,1,1,1,0,1,0,1,1,0,0,0,0
"4289",4289,0,1944,1,1,1,0,1,0,1,0,0,0,0,1
"4290",4290,0,1973,1,1,1,1,1,0,1,0,0,0,0,1
"4291",4291,1,1974,1,1,1,0,1,0,0,0,0,0,0,1
"4292",4292,0,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4293",4293,1,1966,1,0,1,0,0,0,0,0,0,0,0,1
"4294",4294,0,1957,1,0,1,0,1,0,1,0,1,0,0,0
"4295",4295,1,1954,1,1,1,0,1,0,1,0,1,0,0,0
"4296",4296,1,1967,0,0,1,0,0,1,1,0,0,0,0,1
"4297",4297,0,1967,0,1,1,0,0,0,0,0,0,0,0,1
"4298",4298,0,1958,1,1,1,0,0,0,0,0,0,0,0,1
"4299",4299,0,1957,1,1,1,0,0,0,1,0,0,1,0,0
"4300",4300,1,1957,1,1,1,0,0,0,1,0,0,1,0,0
"4301",4301,1,1968,1,1,1,0,1,0,1,0,0,0,0,1
"4302",4302,0,1963,0,1,1,0,1,0,1,0,0,0,0,1
"4303",4303,1,1962,1,1,1,0,0,1,0,0,0,1,0,0
"4304",4304,0,1960,1,1,1,0,0,0,1,0,0,1,0,0
"4305",4305,1,1942,1,1,1,0,0,0,1,0,0,0,0,1
"4306",4306,1,1960,0,0,1,0,0,0,0,0,0,0,0,1
"4307",4307,0,1959,1,1,1,0,1,0,1,0,0,0,0,1
"4308",4308,0,1956,1,1,1,0,1,0,0,0,0,0,1,0
"4309",4309,1,1985,0,0,1,0,0,0,0,0,0,0,1,0
"4310",4310,0,1930,1,1,1,1,1,0,1,1,0,0,0,0
"4311",4311,1,1936,1,1,1,1,1,0,1,1,0,0,0,0
"4312",4312,1,1968,1,1,1,0,0,0,0,0,0,0,0,1
"4313",4313,0,1950,1,0,1,0,0,1,1,0,1,0,0,0
"4314",4314,1,1965,1,1,1,1,1,0,0,0,0,0,0,1
"4315",4315,1,1963,1,1,1,0,0,0,0,0,0,0,0,1
"4316",4316,0,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4317",4317,1,1961,1,1,1,0,1,0,0,0,0,0,0,1
"4318",4318,0,1960,1,0,1,0,0,1,0,0,1,0,0,0
"4319",4319,1,1981,1,1,1,0,1,0,0,0,0,0,0,1
"4320",4320,0,1955,1,0,1,0,1,0,0,0,0,0,0,1
"4321",4321,1,1955,1,1,1,0,1,0,0,0,0,0,0,1
"4322",4322,0,1957,1,1,1,0,1,0,0,0,0,0,0,1
"4323",4323,1,1960,0,1,1,0,1,0,0,0,0,0,0,1
"4324",4324,1,1971,1,1,1,0,1,1,0,0,0,1,0,0
"4325",4325,0,1969,1,1,1,0,0,1,0,0,0,1,0,0
"4326",4326,1,1970,1,1,1,1,1,1,1,0,0,0,0,1
"4327",4327,0,1969,0,0,1,0,0,0,1,0,0,0,0,1
"4328",4328,0,1959,1,1,1,0,0,1,0,0,0,0,0,1
"4329",4329,1,1947,1,1,1,0,1,0,1,0,0,0,1,0
"4330",4330,0,1943,1,1,1,0,1,0,1,0,0,0,1,0
"4331",4331,1,1965,1,1,1,0,1,0,0,1,0,0,0,0
"4332",4332,1,1972,1,1,1,0,0,1,0,0,0,0,0,1
"4333",4333,0,1968,0,1,1,0,0,0,0,0,0,0,0,1
"4334",4334,0,1949,1,1,1,0,0,0,0,0,1,0,0,0
"4335",4335,0,1975,1,0,1,0,0,0,0,0,1,0,0,0
"4336",4336,1,1949,1,1,1,0,0,0,0,0,1,0,0,0
"4337",4337,0,1956,1,1,1,0,0,1,0,1,0,0,0,0
"4338",4338,1,1954,1,1,1,0,1,1,0,1,0,0,0,0
"4339",4339,1,1969,1,1,1,0,1,0,1,0,0,0,1,0
"4340",4340,0,1940,1,1,1,1,1,1,1,1,0,0,0,0
"4341",4341,1,1942,1,0,1,1,1,0,0,1,0,0,0,0
"4342",4342,1,1961,1,1,1,0,0,0,0,0,0,0,0,1
"4343",4343,0,1959,1,1,1,0,0,1,0,0,0,0,0,1
"4344",4344,1,1961,1,1,1,1,0,0,0,0,0,1,0,0
"4345",4345,0,1958,1,1,1,0,0,0,0,0,0,1,0,0
"4346",4346,0,1951,1,1,1,0,0,0,0,0,1,0,0,0
"4347",4347,1,1950,1,1,1,0,0,0,0,0,1,0,0,0
"4348",4348,1,1956,1,1,1,0,1,0,1,0,0,0,0,1
"4349",4349,0,1937,1,1,1,1,1,0,1,0,0,0,0,1
"4350",4350,0,1964,1,1,1,0,1,0,0,0,0,1,0,0
"4351",4351,0,1942,1,1,1,0,0,1,0,0,0,0,0,1
"4352",4352,1,1943,1,1,1,0,0,1,0,0,0,0,0,1
"4353",4353,0,1972,1,1,1,1,1,0,1,0,0,0,0,1
"4354",4354,1,1970,1,1,1,0,1,0,1,0,0,0,0,1
"4355",4355,1,1941,1,1,1,0,1,0,1,0,0,0,0,1
"4356",4356,0,1945,1,1,1,0,1,0,0,0,0,0,0,1
"4357",4357,0,1956,1,1,1,0,1,0,0,0,0,0,0,1
"4358",4358,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"4359",4359,1,1957,1,1,1,1,1,1,0,0,0,0,0,1
"4360",4360,1,1947,1,1,1,0,1,0,0,0,0,0,0,1
"4361",4361,0,1957,1,1,1,0,1,0,1,0,0,0,1,0
"4362",4362,1,1962,1,1,1,0,0,0,0,0,0,0,1,0
"4363",4363,1,1947,1,1,1,0,1,1,0,0,0,0,0,1
"4364",4364,0,1947,1,1,1,0,1,1,0,0,0,0,0,1
"4365",4365,0,1962,1,1,1,0,1,1,0,0,0,0,0,1
"4366",4366,0,1953,1,1,1,0,1,0,1,0,0,0,0,1
"4367",4367,1,1963,1,1,1,0,1,0,1,0,0,0,0,1
"4368",4368,0,1960,1,1,1,0,1,0,1,0,0,0,0,1
"4369",4369,0,1967,1,1,1,1,1,0,1,0,0,0,0,1
"4370",4370,1,1967,1,1,1,1,1,0,1,0,0,0,0,1
"4371",4371,0,1952,1,1,1,0,1,0,0,0,0,0,0,1
"4372",4372,1,1954,1,1,1,0,1,0,0,0,0,0,0,1
"4373",4373,1,1956,1,1,1,0,0,0,0,0,1,0,0,0
"4374",4374,0,1981,1,1,1,0,0,0,0,0,1,0,0,0
"4375",4375,0,1984,0,0,1,0,0,0,0,0,1,0,0,0
"4376",4376,0,1955,1,0,1,1,0,0,0,0,1,0,0,0
"4377",4377,1,1951,1,1,1,0,0,0,1,0,0,1,0,0
"4378",4378,0,1942,0,0,1,0,0,0,0,0,0,1,0,0
"4379",4379,1,1947,0,0,1,0,0,0,0,0,0,0,0,1
"4380",4380,0,1945,1,1,1,0,0,0,1,0,0,0,0,1
"4381",4381,1,1924,1,1,1,0,1,0,1,0,0,0,1,0
"4382",4382,1,1944,1,1,1,0,0,1,1,0,0,0,0,1
"4383",4383,0,1944,1,1,1,0,0,0,1,0,0,0,0,1
"4384",4384,0,1956,1,1,1,0,0,0,0,0,0,0,0,1
"4385",4385,1,1955,1,1,1,0,1,0,0,0,0,0,0,1
"4386",4386,1,1973,0,1,1,0,0,1,1,0,0,0,1,0
"4387",4387,0,1954,1,1,1,0,1,0,1,1,0,0,0,0
"4388",4388,1,1983,0,1,1,0,1,0,0,1,0,0,0,0
"4389",4389,1,1954,1,1,1,0,1,0,0,1,0,0,0,0
"4390",4390,1,1964,1,1,1,1,0,0,0,0,0,1,0,0
"4391",4391,0,1964,1,1,1,1,0,0,0,0,0,1,0,0
"4392",4392,1,1947,1,1,1,0,0,1,0,0,1,0,0,0
"4393",4393,0,1946,1,1,1,0,0,0,0,0,1,0,0,0
"4394",4394,1,1967,1,1,1,0,1,0,1,0,0,0,0,1
"4395",4395,0,1965,0,0,1,0,0,0,0,0,0,0,0,1
"4396",4396,0,1930,1,1,1,0,0,0,0,1,0,0,0,0
"4397",4397,1,1931,1,1,1,0,0,0,1,1,0,0,0,0
"4398",4398,1,1965,1,1,1,0,1,0,0,0,0,0,0,1
"4399",4399,0,1966,1,1,1,0,1,0,1,0,0,0,0,1
"4400",4400,0,1928,0,0,1,0,0,1,1,0,0,0,1,0
"4401",4401,1,1954,1,1,1,0,1,0,1,0,0,0,0,1
"4402",4402,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"4403",4403,0,1955,1,1,1,0,1,0,1,0,0,0,0,1
"4404",4404,1,1983,0,0,1,0,0,0,0,0,0,0,0,1
"4405",4405,0,1947,1,1,1,0,1,0,1,0,0,0,0,1
"4406",4406,1,1916,1,0,1,0,1,1,1,1,0,0,0,0
"4407",4407,0,1959,1,1,1,0,1,0,1,0,0,0,0,1
"4408",4408,1,1960,1,1,1,0,1,0,1,0,0,0,0,1
"4409",4409,0,1919,1,1,1,1,1,0,0,1,0,0,0,0
"4410",4410,0,1953,1,1,1,0,1,0,1,0,0,0,0,1
"4411",4411,1,1956,1,1,1,1,1,0,1,0,0,0,0,1
"4412",4412,1,1962,1,1,1,0,1,0,1,0,1,0,0,0
"4413",4413,0,1960,1,1,1,0,1,0,1,0,1,0,0,0
"4414",4414,0,1985,0,0,1,0,0,1,0,0,0,1,0,0
"4415",4415,1,1955,1,1,1,0,0,1,0,0,0,1,0,0
"4416",4416,0,1956,1,1,1,0,0,1,0,0,0,1,0,0
"4417",4417,0,1979,0,1,1,0,0,1,0,0,0,1,0,0
"4418",4418,1,1965,1,0,1,0,0,1,0,0,0,0,0,1
"4419",4419,1,1978,0,1,1,0,0,0,0,0,0,0,0,1
"4420",4420,1,1953,1,1,1,0,0,0,0,0,0,0,0,1
"4421",4421,0,1952,1,1,1,0,1,0,0,0,0,0,0,1
"4422",4422,0,1981,1,0,1,0,0,0,0,0,0,0,0,1
"4423",4423,1,1966,1,1,1,1,0,0,0,0,0,1,0,0
"4424",4424,0,1967,1,1,1,1,0,0,0,0,0,1,0,0
"4425",4425,1,1969,1,1,1,0,0,0,0,0,0,0,1,0
"4426",4426,0,1959,1,0,1,0,0,0,0,0,0,0,1,0
"4427",4427,1,1949,1,1,1,0,1,1,1,0,0,0,0,1
"4428",4428,1,1983,0,1,1,0,1,0,0,0,0,0,0,1
"4429",4429,0,1984,0,0,1,0,0,1,0,0,0,0,0,1
"4430",4430,0,1948,1,1,1,1,1,1,1,0,0,0,0,1
"4431",4431,0,1929,1,1,1,0,0,0,1,0,0,0,0,1
"4432",4432,1,1930,1,1,1,0,0,0,1,0,0,0,0,1
"4433",4433,1,1965,1,1,1,0,0,0,0,0,0,0,0,1
"4434",4434,0,1965,1,1,1,0,1,0,1,0,0,0,0,1
"4435",4435,1,1986,0,0,1,0,0,0,0,0,0,0,0,1
"4436",4436,1,1961,1,1,1,0,1,0,1,0,0,0,0,1
"4437",4437,0,1960,1,1,1,0,1,0,0,0,0,0,0,1
"4438",4438,1,1961,1,1,1,0,1,0,0,0,0,0,0,1
"4439",4439,0,1962,1,1,1,1,1,1,1,0,0,0,0,1
"4440",4440,0,1935,1,1,1,0,1,1,1,0,0,0,0,1
"4441",4441,1,1939,1,1,1,0,0,0,1,0,0,0,0,1
"4442",4442,1,1969,1,1,1,0,0,0,0,0,0,0,0,1
"4443",4443,0,1963,1,1,1,0,1,0,0,0,0,0,0,1
"4444",4444,0,1970,1,1,1,0,1,1,0,0,0,0,0,1
"4445",4445,1,1947,1,1,1,0,0,1,0,0,0,1,0,0
"4446",4446,0,1945,1,1,1,0,0,1,0,0,0,1,0,0
"4447",4447,0,1980,0,1,1,0,0,1,0,0,0,1,0,0
"4448",4448,0,1954,1,1,1,0,0,0,1,0,0,0,0,1
"4449",4449,1,1961,1,1,1,1,0,0,1,0,0,1,0,0
"4450",4450,1,1967,1,0,1,0,0,0,0,1,0,0,0,0
"4451",4451,0,1966,1,1,1,0,1,0,0,1,0,0,0,0
"4452",4452,0,1954,1,1,1,0,1,0,1,0,0,0,1,0
"4453",4453,1,1962,1,1,1,0,1,1,1,0,0,0,1,0
"4454",4454,0,1943,1,1,1,0,0,0,1,0,1,0,0,0
"4455",4455,1,1946,1,1,1,0,0,0,1,0,1,0,0,0
